gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon
1007100750,grid_19.0_75.0,,19.0,75.0
1007100850,grid_19.0_85.0,,19.0,85.0
1007101100,grid_19.0_110.0,,19.0,110.0
1007102560,grid_19.0_256.0,,19.0,-104.0
1007102580,grid_19.0_258.0,,19.0,-102.0
1007102600,grid_19.0_260.0,,19.0,-100.0
1007102610,grid_19.0_261.0,,19.0,-99.0
1007102620,grid_19.0_262.0,,19.0,-98.0
1007102630,grid_19.0_263.0,,19.0,-97.0
1007102640,grid_19.0_264.0,,19.0,-96.0
1007102880,grid_19.0_288.0,,19.0,-72.0
1007102890,grid_19.0_289.0,,19.0,-71.0
1007200430,grid_18.0_43.0,,18.0,43.0
1007200790,grid_18.0_79.0,,18.0,79.0
1007200800,grid_18.0_80.0,,18.0,80.0
1007200830,grid_18.0_83.0,,18.0,83.0
1007200990,grid_18.0_99.0,,18.0,99.0
1007201100,grid_18.0_110.0,,18.0,110.0
1007202630,grid_18.0_263.0,,18.0,-97.0
1007202650,grid_18.0_265.0,,18.0,-95.0
1007202660,grid_18.0_266.0,,18.0,-94.0
1007202670,grid_18.0_267.0,,18.0,-93.0
1007202830,grid_18.0_283.0,,18.0,-77.0
1007202900,grid_18.0_290.0,,18.0,-70.0
1007202930,grid_18.0_293.0,,18.0,-67.0
1007202940,grid_18.0_294.0,,18.0,-66.0
1007203440,grid_18.0_344.0,,18.0,-16.0
1007300440,grid_17.0_44.0,,17.0,44.0
1007300540,grid_17.0_54.0,,17.0,54.0
1007300740,grid_17.0_74.0,,17.0,74.0
1007300750,grid_17.0_75.0,,17.0,75.0
1007300800,grid_17.0_80.0,,17.0,80.0
1007300810,grid_17.0_81.0,,17.0,81.0
1007300820,grid_17.0_82.0,,17.0,82.0
1007300960,grid_17.0_96.0,,17.0,96.0
1007301040,grid_17.0_104.0,,17.0,104.0
1007302600,grid_17.0_260.0,,17.0,-100.0
1007302630,grid_17.0_263.0,,17.0,-97.0
1007302670,grid_17.0_267.0,,17.0,-93.0
1007400750,grid_16.0_75.0,,16.0,75.0
1007400780,grid_16.0_78.0,,16.0,78.0
1007400800,grid_16.0_80.0,,16.0,80.0
1007401040,grid_16.0_104.0,,16.0,104.0
1007401080,grid_16.0_108.0,,16.0,108.0
1007401210,grid_16.0_121.0,,16.0,121.0
1007402720,grid_16.0_272.0,,16.0,-88.0
1007500390,grid_15.0_39.0,,15.0,39.0
1007500430,grid_15.0_43.0,,15.0,43.0
1007500440,grid_15.0_44.0,,15.0,44.0
1007500490,grid_15.0_49.0,,15.0,49.0
1007500750,grid_15.0_75.0,,15.0,75.0
1007500780,grid_15.0_78.0,,15.0,78.0
1007501010,grid_15.0_101.0,,15.0,101.0
1007501020,grid_15.0_102.0,,15.0,102.0
1007501030,grid_15.0_103.0,,15.0,103.0
1007501200,grid_15.0_120.0,,15.0,120.0
1007501210,grid_15.0_121.0,,15.0,121.0
1007502690,grid_15.0_269.0,,15.0,-91.0
1007503430,grid_15.0_343.0,,15.0,-17.0
1007600440,grid_14.0_44.0,,14.0,44.0
1007600760,grid_14.0_76.0,,14.0,76.0
1007600790,grid_14.0_79.0,,14.0,79.0
1007600800,grid_14.0_80.0,,14.0,80.0
1007601000,grid_14.0_100.0,,14.0,100.0
1007601010,grid_14.0_101.0,,14.0,101.0
1007601210,grid_14.0_121.0,,14.0,121.0
1007601220,grid_14.0_122.0,,14.0,122.0
1007602710,grid_14.0_271.0,,14.0,-89.0
1007602730,grid_14.0_273.0,,14.0,-87.0
1007700390,grid_13.0_39.0,,13.0,39.0
1007700450,grid_13.0_45.0,,13.0,45.0
1007700750,grid_13.0_75.0,,13.0,75.0
1007700770,grid_13.0_77.0,,13.0,77.0
1007700780,grid_13.0_78.0,,13.0,78.0
1007700790,grid_13.0_79.0,,13.0,79.0
1007700800,grid_13.0_80.0,,13.0,80.0
1007701010,grid_13.0_101.0,,13.0,101.0
1007701020,grid_13.0_102.0,,13.0,102.0
1007703430,grid_13.0_343.0,,13.0,-17.0
1007800430,grid_12.0_43.0,,12.0,43.0
1007800750,grid_12.0_75.0,,12.0,75.0
1007800770,grid_12.0_77.0,,12.0,77.0
1007800780,grid_12.0_78.0,,12.0,78.0
1007800800,grid_12.0_80.0,,12.0,80.0
1007801050,grid_12.0_105.0,,12.0,105.0
1007801090,grid_12.0_109.0,,12.0,109.0
1007802740,grid_12.0_274.0,,12.0,-86.0
1007803440,grid_12.0_344.0,,12.0,-16.0
1007900760,grid_11.0_76.0,,11.0,76.0
1007900770,grid_11.0_77.0,,11.0,77.0
1007900780,grid_11.0_78.0,,11.0,78.0
1007900790,grid_11.0_79.0,,11.0,79.0
1007901070,grid_11.0_107.0,,11.0,107.0
1007901230,grid_11.0_123.0,,11.0,123.0
1007902850,grid_11.0_285.0,,11.0,-75.0
1007902860,grid_11.0_286.0,,11.0,-74.0
1007902880,grid_11.0_288.0,,11.0,-72.0
1007902980,grid_11.0_298.0,,11.0,-62.0
1008000420,grid_10.0_42.0,,10.0,42.0
1008000440,grid_10.0_44.0,,10.0,44.0
1008000450,grid_10.0_45.0,,10.0,45.0
1008000760,grid_10.0_76.0,,10.0,76.0
1008000770,grid_10.0_77.0,,10.0,77.0
1008000780,grid_10.0_78.0,,10.0,78.0
1008001050,grid_10.0_105.0,,10.0,105.0
1008001060,grid_10.0_106.0,,10.0,106.0
1008001070,grid_10.0_107.0,,10.0,107.0
1008001240,grid_10.0_124.0,,10.0,124.0
1008002760,grid_10.0_276.0,,10.0,-84.0
1008002840,grid_10.0_284.0,,10.0,-76.0
1008002870,grid_10.0_287.0,,10.0,-73.0
1008002890,grid_10.0_289.0,,10.0,-71.0
1008002910,grid_10.0_291.0,,10.0,-69.0
1008002920,grid_10.0_292.0,,10.0,-68.0
1008002930,grid_10.0_293.0,,10.0,-67.0
1008002950,grid_10.0_295.0,,10.0,-65.0
1008002960,grid_10.0_296.0,,10.0,-64.0
1008002970,grid_10.0_297.0,,10.0,-63.0
1008003460,grid_10.0_346.0,,10.0,-14.0
1008100030,grid_9.0_3.0,,9.0,3.0
1008100770,grid_9.0_77.0,,9.0,77.0
1008100780,grid_9.0_78.0,,9.0,78.0
1008100990,grid_9.0_99.0,,9.0,99.0
1008101260,grid_9.0_126.0,,9.0,126.0
1008102800,grid_9.0_280.0,,9.0,-80.0
1008102840,grid_9.0_284.0,,9.0,-76.0
1008102890,grid_9.0_289.0,,9.0,-71.0
1008102900,grid_9.0_290.0,,9.0,-70.0
1008200040,grid_8.0_4.0,,8.0,4.0
1008200050,grid_8.0_5.0,,8.0,5.0
1008200060,grid_8.0_6.0,,8.0,6.0
1008200980,grid_8.0_98.0,,8.0,98.0
1008201240,grid_8.0_124.0,,8.0,124.0
1008201250,grid_8.0_125.0,,8.0,125.0
1008202960,grid_8.0_296.0,,8.0,-64.0
1008202970,grid_8.0_297.0,,8.0,-63.0
1008203470,grid_8.0_347.0,,8.0,-13.0
1008203550,grid_8.0_355.0,,8.0,-5.0
1008300030,grid_7.0_3.0,,7.0,3.0
1008300040,grid_7.0_4.0,,7.0,4.0
1008300050,grid_7.0_5.0,,7.0,5.0
1008300090,grid_7.0_9.0,,7.0,9.0
1008300800,grid_7.0_80.0,,7.0,80.0
1008301010,grid_7.0_101.0,,7.0,101.0
1008301220,grid_7.0_122.0,,7.0,122.0
1008301240,grid_7.0_124.0,,7.0,124.0
1008301260,grid_7.0_126.0,,7.0,126.0
1008303580,grid_7.0_358.0,,7.0,-2.0
1008400000,grid_6.0_0.0,,6.0,0.0
1008400010,grid_6.0_1.0,,6.0,1.0
1008400020,grid_6.0_2.0,,6.0,2.0
1008400030,grid_6.0_3.0,,6.0,3.0
1008400060,grid_6.0_6.0,,6.0,6.0
1008400070,grid_6.0_7.0,,6.0,7.0
1008400080,grid_6.0_8.0,,6.0,8.0
1008400100,grid_6.0_10.0,,6.0,10.0
1008401000,grid_6.0_100.0,,6.0,100.0
1008401020,grid_6.0_102.0,,6.0,102.0
1008401160,grid_6.0_116.0,,6.0,116.0
1008401180,grid_6.0_118.0,,6.0,118.0
1008401250,grid_6.0_125.0,,6.0,125.0
1008402840,grid_6.0_284.0,,6.0,-76.0
1008403490,grid_6.0_349.0,,6.0,-11.0
1008500070,grid_5.0_7.0,,5.0,7.0
1008500080,grid_5.0_8.0,,5.0,8.0
1008500100,grid_5.0_10.0,,5.0,10.0
1008501010,grid_5.0_101.0,,5.0,101.0
1008501030,grid_5.0_103.0,,5.0,103.0
1008502840,grid_5.0_284.0,,5.0,-76.0
1008503560,grid_5.0_356.0,,5.0,-4.0
1008503580,grid_5.0_358.0,,5.0,-2.0
1008600100,grid_4.0_10.0,,4.0,10.0
1008600120,grid_4.0_12.0,,4.0,12.0
1008600990,grid_4.0_99.0,,4.0,99.0
1008601030,grid_4.0_103.0,,4.0,103.0
1008602830,grid_4.0_283.0,,4.0,-77.0
1008602850,grid_4.0_285.0,,4.0,-75.0
1008701020,grid_3.0_102.0,,3.0,102.0
1008702830,grid_3.0_283.0,,3.0,-77.0
1008702850,grid_3.0_285.0,,3.0,-75.0
1008800100,grid_2.0_10.0,,2.0,10.0
1008800450,grid_2.0_45.0,,2.0,45.0
1008801100,grid_2.0_110.0,,2.0,110.0
1008901010,grid_1.0_101.0,,1.0,101.0
1008901040,grid_1.0_104.0,,1.0,104.0
1008901250,grid_1.0_125.0,,1.0,125.0
1008902830,grid_1.0_283.0,,1.0,-77.0
1009000090,grid_0.0_9.0,,0.0,9.0
1009000430,grid_0.0_43.0,,0.0,43.0
1009001090,grid_0.0_109.0,,0.0,109.0
1009001170,grid_0.0_117.0,,0.0,117.0
1009002810,grid_0.0_281.0,,0.0,-79.0
1009003090,grid_0.0_309.0,,0.0,-51.0
1009101000,grid_-1.0_100.0,,-1.0,100.0
1009101170,grid_-1.0_117.0,,-1.0,117.0
1009103120,grid_-1.0_312.0,,-1.0,-48.0
1009201040,grid_-2.0_104.0,,-2.0,104.0
1009202800,grid_-2.0_280.0,,-2.0,-80.0
1009301050,grid_-3.0_105.0,,-3.0,105.0
1009301150,grid_-3.0_115.0,,-3.0,115.0
1009301410,grid_-3.0_141.0,,-3.0,141.0
1009302810,grid_-3.0_281.0,,-3.0,-79.0
1009303160,grid_-3.0_316.0,,-3.0,-44.0
1009400400,grid_-4.0_40.0,,-4.0,40.0
1009401020,grid_-4.0_102.0,,-4.0,102.0
1009401280,grid_-4.0_128.0,,-4.0,128.0
1009403210,grid_-4.0_321.0,,-4.0,-39.0
1009500120,grid_-5.0_12.0,,-5.0,12.0
1009501050,grid_-5.0_105.0,,-5.0,105.0
1009501190,grid_-5.0_119.0,,-5.0,119.0
1009502790,grid_-5.0_279.0,,-5.0,-81.0
1009503170,grid_-5.0_317.0,,-5.0,-43.0
1009600120,grid_-6.0_12.0,,-6.0,12.0
1009600130,grid_-6.0_13.0,,-6.0,13.0
1009600390,grid_-6.0_39.0,,-6.0,39.0
1009601070,grid_-6.0_107.0,,-6.0,107.0
1009603250,grid_-6.0_325.0,,-6.0,-35.0
1009700150,grid_-7.0_15.0,,-7.0,15.0
1009700380,grid_-7.0_38.0,,-7.0,38.0
1009700390,grid_-7.0_39.0,,-7.0,39.0
1009701070,grid_-7.0_107.0,,-7.0,107.0
1009701080,grid_-7.0_108.0,,-7.0,108.0
1009701090,grid_-7.0_109.0,,-7.0,109.0
1009701100,grid_-7.0_110.0,,-7.0,110.0
1009701130,grid_-7.0_113.0,,-7.0,113.0
1009702800,grid_-7.0_280.0,,-7.0,-80.0
1009703240,grid_-7.0_324.0,,-7.0,-36.0
1009703250,grid_-7.0_325.0,,-7.0,-35.0
1009801100,grid_-8.0_110.0,,-8.0,110.0
1009801110,grid_-8.0_111.0,,-8.0,111.0
1009801130,grid_-8.0_113.0,,-8.0,113.0
1009802810,grid_-8.0_281.0,,-8.0,-79.0
1009803240,grid_-8.0_324.0,,-8.0,-36.0
1009803250,grid_-8.0_325.0,,-8.0,-35.0
1009900130,grid_-9.0_13.0,,-9.0,13.0
1009901150,grid_-9.0_115.0,,-9.0,115.0
1009901160,grid_-9.0_116.0,,-9.0,116.0
1009901470,grid_-9.0_147.0,,-9.0,147.0
1009902810,grid_-9.0_281.0,,-9.0,-79.0
1010000160,grid_-10.0_16.0,,-10.0,16.0
1010003240,grid_-10.0_324.0,,-10.0,-36.0
1010103230,grid_-11.0_323.0,,-11.0,-37.0
1010200140,grid_-12.0_14.0,,-12.0,14.0
1010202830,grid_-12.0_283.0,,-12.0,-77.0
1010202850,grid_-12.0_285.0,,-12.0,-75.0
1010203210,grid_-12.0_321.0,,-12.0,-39.0
1010300130,grid_-13.0_13.0,,-13.0,13.0
1010300160,grid_-13.0_16.0,,-13.0,16.0
1010303210,grid_-13.0_321.0,,-13.0,-39.0
1010402880,grid_-14.0_288.0,,-14.0,-72.0
1010500130,grid_-15.0_13.0,,-15.0,13.0
1010500390,grid_-15.0_39.0,,-15.0,39.0
1010503190,grid_-15.0_319.0,,-15.0,-41.0
1010600350,grid_-16.0_35.0,,-16.0,35.0
1010602880,grid_-16.0_288.0,,-16.0,-72.0
1010800370,grid_-18.0_37.0,,-18.0,37.0
1010800490,grid_-18.0_49.0,,-18.0,49.0
1010802900,grid_-18.0_290.0,,-18.0,-70.0
1010900330,grid_-19.0_33.0,,-19.0,33.0
1010900480,grid_-19.0_48.0,,-19.0,48.0
1011000350,grid_-20.0_35.0,,-20.0,35.0
1011000470,grid_-20.0_47.0,,-20.0,47.0
1011003200,grid_-20.0_320.0,,-20.0,-40.0
1011203170,grid_-22.0_317.0,,-22.0,-43.0
1011203190,grid_-22.0_319.0,,-22.0,-41.0
1011300170,grid_-23.0_17.0,,-23.0,17.0
1011303120,grid_-23.0_312.0,,-23.0,-48.0
1011303130,grid_-23.0_313.0,,-23.0,-47.0
1011303140,grid_-23.0_314.0,,-23.0,-46.0
1011303160,grid_-23.0_316.0,,-23.0,-44.0
1011303170,grid_-23.0_317.0,,-23.0,-43.0
1011402900,grid_-24.0_290.0,,-24.0,-70.0
1011403130,grid_-24.0_313.0,,-24.0,-47.0
1011403140,grid_-24.0_314.0,,-24.0,-46.0
1011503100,grid_-25.0_310.0,,-25.0,-50.0
1011503110,grid_-25.0_311.0,,-25.0,-49.0
1011600320,grid_-26.0_32.0,,-26.0,32.0
1011600330,grid_-26.0_33.0,,-26.0,33.0
1011603110,grid_-26.0_311.0,,-26.0,-49.0
1011701530,grid_-27.0_153.0,,-27.0,153.0
1011703110,grid_-27.0_311.0,,-27.0,-49.0
1011801530,grid_-28.0_153.0,,-28.0,153.0
1011803110,grid_-28.0_311.0,,-28.0,-49.0
1011903090,grid_-29.0_309.0,,-29.0,-51.0
1012000300,grid_-30.0_30.0,,-30.0,30.0
1012000310,grid_-30.0_31.0,,-30.0,31.0
1012002890,grid_-30.0_289.0,,-30.0,-71.0
1012003090,grid_-30.0_309.0,,-30.0,-51.0
1012201160,grid_-32.0_116.0,,-32.0,116.0
1012202910,grid_-32.0_291.0,,-32.0,-69.0
1012203080,grid_-32.0_308.0,,-32.0,-52.0
1012300280,grid_-33.0_28.0,,-33.0,28.0
1012301510,grid_-33.0_151.0,,-33.0,151.0
1012301520,grid_-33.0_152.0,,-33.0,152.0
1012302880,grid_-33.0_288.0,,-33.0,-72.0
1012302890,grid_-33.0_289.0,,-33.0,-71.0
1012302910,grid_-33.0_291.0,,-33.0,-69.0
1012400180,grid_-34.0_18.0,,-34.0,18.0
1012400260,grid_-34.0_26.0,,-34.0,26.0
1012401510,grid_-34.0_151.0,,-34.0,151.0
1012501390,grid_-35.0_139.0,,-35.0,139.0
1012501490,grid_-35.0_149.0,,-35.0,149.0
1012503020,grid_-35.0_302.0,,-35.0,-58.0
1012503040,grid_-35.0_304.0,,-35.0,-56.0
1012701750,grid_-37.0_175.0,,-37.0,175.0
1012702870,grid_-37.0_287.0,,-37.0,-73.0
1012801450,grid_-38.0_145.0,,-38.0,145.0
1012803020,grid_-38.0_302.0,,-38.0,-58.0
1012902870,grid_-39.0_287.0,,-39.0,-73.0
1012902980,grid_-39.0_298.0,,-39.0,-62.0
1013101750,grid_-41.0_175.0,,-41.0,175.0
1013401730,grid_-44.0_173.0,,-44.0,173.0
