location,lat,lon,gauge_id,gauge_name,gauge_country,low-end,low,central,high,high-end
1005201390,38.0,139.0,,,,-0.08,0.15,0.58,1.19,2.04
1005201400,38.0,140.0,,,,-0.1,0.14,0.57,1.2,2.05
1005201410,38.0,141.0,,,,0.07,0.31,0.74,1.38,2.24
1005202370,38.0,-123.0,,,,0.23,0.32,0.54,0.93,1.77
1005202380,38.0,-122.0,,,,0.18,0.28,0.51,0.91,1.73
1005202390,38.0,-121.0,,,,0.11,0.22,0.45,0.85,1.67
1005202820,38.0,-78.0,,,,0.43,0.54,0.81,1.24,1.98
1005202830,38.0,-77.0,,,,0.46,0.57,0.84,1.27,2.02
1005203590,38.0,-1.0,,,,0.13,0.25,0.53,0.95,1.65
1005300010,37.0,1.0,,,,0.16,0.29,0.57,1.0,1.71
1005300020,37.0,2.0,,,,0.16,0.29,0.57,1.0,1.71
1005300030,37.0,3.0,,,,0.15,0.29,0.57,1.0,1.71
1005300040,37.0,4.0,,,,0.15,0.28,0.57,1.0,1.71
1005300050,37.0,5.0,,,,0.14,0.28,0.57,1.0,1.7
1005300060,37.0,6.0,,,,0.13,0.27,0.56,1.0,1.7
1005300070,37.0,7.0,,,,0.13,0.26,0.56,0.99,1.69
1005300080,37.0,8.0,,,,0.13,0.26,0.56,0.99,1.7
1005300090,37.0,9.0,,,,0.13,0.26,0.56,0.99,1.69
1005300100,37.0,10.0,,,,0.14,0.27,0.56,1.0,1.7
1005300110,37.0,11.0,,,,0.14,0.28,0.57,1.0,1.71
1005300140,37.0,14.0,,,,0.15,0.29,0.58,1.02,1.73
1005300150,37.0,15.0,,,,0.16,0.29,0.59,1.02,1.73
1005300270,37.0,27.0,,,,0.1,0.22,0.5,0.92,1.63
1005300280,37.0,28.0,,,,0.1,0.24,0.54,0.97,1.67
1005300290,37.0,29.0,,,,0.11,0.25,0.54,0.98,1.68
1005300310,37.0,31.0,,,,0.16,0.3,0.58,1.02,1.72
1005300320,37.0,32.0,,,,0.11,0.24,0.54,0.98,1.68
1005300330,37.0,33.0,,,,0.1,0.24,0.53,0.98,1.67
1005300340,37.0,34.0,,,,0.1,0.23,0.53,0.98,1.67
1005300350,37.0,35.0,,,,0.09,0.23,0.52,0.97,1.66
1005300360,37.0,36.0,,,,0.09,0.23,0.52,0.97,1.66
1005300370,37.0,37.0,,,,0.08,0.22,0.51,0.96,1.65
1005301180,37.0,118.0,,,,-0.15,0.07,0.48,1.06,1.84
1005301190,37.0,119.0,,,,-0.12,0.1,0.5,1.08,1.87
1005301200,37.0,120.0,,,,-0.1,0.12,0.52,1.11,1.9
1005301210,37.0,121.0,,,,-0.09,0.13,0.54,1.12,1.92
1005301220,37.0,122.0,,,,-0.07,0.15,0.55,1.14,1.94
1005301260,37.0,126.0,,,,-0.07,0.14,0.55,1.13,1.95
1005301270,37.0,127.0,,,,-0.07,0.15,0.55,1.13,1.94
1005301280,37.0,128.0,,,,-0.06,0.15,0.56,1.13,1.95
1005301290,37.0,129.0,,,,-0.05,0.16,0.57,1.15,1.97
1005301370,37.0,137.0,,,,-0.07,0.16,0.6,1.19,2.05
1005301380,37.0,138.0,,,,-0.08,0.14,0.58,1.18,2.03
1005301390,37.0,139.0,,,,-0.09,0.14,0.57,1.19,2.04
1005301400,37.0,140.0,,,,-0.1,0.14,0.58,1.21,2.07
1005301410,37.0,141.0,,,,-0.16,0.05,0.46,1.08,1.95
1005302380,37.0,-122.0,,,,0.15,0.26,0.5,0.9,1.73
1005302830,37.0,-77.0,,,,0.47,0.57,0.84,1.26,2.01
1005302840,37.0,-76.0,,,,0.51,0.61,0.88,1.31,2.07
1005303530,37.0,-7.0,,,,0.19,0.31,0.58,0.99,1.71
1005303540,37.0,-6.0,,,,0.19,0.31,0.6,1.01,1.72
1005303550,37.0,-5.0,,,,0.13,0.25,0.54,0.95,1.66
1005303560,37.0,-4.0,,,,0.12,0.25,0.5,0.95,1.65
1005303580,37.0,-2.0,,,,0.12,0.25,0.53,0.95,1.66
1005400000,36.0,0.0,,,,0.15,0.28,0.56,0.99,1.69
1005400010,36.0,1.0,,,,0.15,0.28,0.56,0.99,1.69
1005400020,36.0,2.0,,,,0.15,0.28,0.56,0.99,1.68
1005400030,36.0,3.0,,,,0.14,0.27,0.55,0.98,1.68
1005400040,36.0,4.0,,,,0.13,0.26,0.55,0.98,1.68
1005400050,36.0,5.0,,,,0.12,0.26,0.55,0.98,1.68
1005400060,36.0,6.0,,,,0.12,0.25,0.54,0.98,1.67
1005400070,36.0,7.0,,,,0.11,0.25,0.54,0.97,1.67
1005400080,36.0,8.0,,,,0.11,0.25,0.54,0.97,1.67
1005400090,36.0,9.0,,,,0.12,0.25,0.54,0.97,1.67
1005400100,36.0,10.0,,,,0.12,0.26,0.55,0.98,1.68
1005400110,36.0,11.0,,,,0.13,0.27,0.56,0.99,1.7
1005400140,36.0,14.0,,,,0.13,0.27,0.56,1.0,1.71
1005400240,36.0,24.0,,,,0.11,0.25,0.54,0.97,1.68
1005400290,36.0,29.0,,,,0.13,0.27,0.57,1.01,1.72
1005400340,36.0,34.0,,,,0.12,0.25,0.55,1.0,1.7
1005400360,36.0,36.0,,,,0.1,0.24,0.53,0.98,1.68
1005400370,36.0,37.0,,,,0.09,0.23,0.52,0.97,1.66
1005401180,36.0,118.0,,,,-0.13,0.09,0.49,1.07,1.85
1005401190,36.0,119.0,,,,-0.12,0.1,0.51,1.09,1.87
1005401200,36.0,120.0,,,,-0.1,0.12,0.53,1.11,1.9
1005401270,36.0,127.0,,,,-0.07,0.15,0.55,1.13,1.95
1005401280,36.0,128.0,,,,-0.06,0.15,0.56,1.13,1.95
1005401290,36.0,129.0,,,,-0.06,0.16,0.57,1.14,1.96
1005401340,36.0,134.0,,,,-0.07,0.16,0.6,1.2,2.05
1005401360,36.0,136.0,,,,-0.05,0.18,0.61,1.21,2.06
1005401370,36.0,137.0,,,,-0.08,0.15,0.58,1.18,2.03
1005401380,36.0,138.0,,,,-0.09,0.14,0.58,1.18,2.03
1005401390,36.0,139.0,,,,-0.09,0.14,0.58,1.2,2.05
1005401400,36.0,140.0,,,,-0.1,0.14,0.58,1.21,2.07
1005401410,36.0,141.0,,,,-0.08,0.16,0.6,1.24,2.11
1005403540,36.0,-6.0,,,,0.19,0.31,0.59,1.0,1.72
1005403550,36.0,-5.0,,,,0.09,0.2,0.48,0.89,1.6
1005403590,36.0,-1.0,,,,0.15,0.28,0.56,0.98,1.69
1005500000,35.0,0.0,,,,0.14,0.27,0.55,0.98,1.68
1005500090,35.0,9.0,,,,0.11,0.24,0.54,0.97,1.66
1005500110,35.0,11.0,,,,0.12,0.26,0.55,0.98,1.69
1005500250,35.0,25.0,,,,0.21,0.35,0.64,1.07,1.78
1005500320,35.0,32.0,,,,0.15,0.28,0.58,1.04,1.75
1005500330,35.0,33.0,,,,0.14,0.28,0.58,1.03,1.74
1005500340,35.0,34.0,,,,0.13,0.27,0.57,1.02,1.73
1005500360,35.0,36.0,,,,0.11,0.24,0.54,1.0,1.69
1005500370,35.0,37.0,,,,0.09,0.23,0.53,0.98,1.67
1005501180,35.0,118.0,,,,-0.1,0.12,0.52,1.09,1.88
1005501190,35.0,119.0,,,,-0.1,0.12,0.53,1.1,1.89
1005501200,35.0,120.0,,,,-0.08,0.13,0.54,1.12,1.92
1005501260,35.0,126.0,,,,-0.06,0.16,0.56,1.14,1.97
1005501270,35.0,127.0,,,,-0.06,0.15,0.56,1.14,1.96
1005501280,35.0,128.0,,,,-0.06,0.15,0.56,1.14,1.96
1005501290,35.0,129.0,,,,-0.06,0.16,0.57,1.14,1.97
1005501330,35.0,133.0,,,,-0.08,0.15,0.59,1.19,2.03
1005501340,35.0,134.0,,,,-0.08,0.15,0.59,1.19,2.04
1005501350,35.0,135.0,,,,-0.05,0.18,0.61,1.21,2.06
1005501360,35.0,136.0,,,,-0.08,0.15,0.58,1.19,2.04
1005501370,35.0,137.0,,,,-0.09,0.12,0.52,1.09,1.95
1005501380,35.0,138.0,,,,-0.04,0.2,0.63,1.23,2.09
1005501390,35.0,139.0,,,,-0.48,-0.28,0.1,0.66,1.51
1005501400,35.0,140.0,,,,0.05,0.27,0.7,1.3,2.17
1005502400,35.0,-120.0,,,,0.12,0.23,0.46,0.86,1.7
1005502420,35.0,-118.0,,,,0.13,0.23,0.47,0.87,1.69
1005503540,35.0,-6.0,,,,0.16,0.28,0.57,0.99,1.71
1005503550,35.0,-5.0,,,,0.15,0.27,0.56,0.99,1.7
1005503560,35.0,-4.0,,,,0.05,0.21,0.55,1.1,1.81
1005503570,35.0,-3.0,,,,0.14,0.27,0.56,0.98,1.69
1005503580,35.0,-2.0,,,,0.14,0.27,0.56,0.98,1.69
1005503590,35.0,-1.0,,,,0.14,0.27,0.56,0.98,1.68
1005600100,34.0,10.0,,,,0.11,0.25,0.54,0.97,1.67
1005600350,34.0,35.0,,,,0.12,0.26,0.56,1.02,1.73
1005600360,34.0,36.0,,,,0.11,0.24,0.54,1.0,1.7
1005600370,34.0,37.0,,,,0.09,0.23,0.53,0.99,1.68
1005601180,34.0,118.0,,,,-0.09,0.13,0.53,1.1,1.89
1005601190,34.0,119.0,,,,-0.09,0.13,0.53,1.11,1.9
1005601200,34.0,120.0,,,,-0.08,0.14,0.54,1.12,1.92
1005601300,34.0,130.0,,,,-0.09,0.14,0.58,1.18,2.02
1005601310,34.0,131.0,,,,0.03,0.21,0.58,1.1,1.95
1005601320,34.0,132.0,,,,-0.01,0.2,0.63,1.21,2.05
1005601330,34.0,133.0,,,,-0.11,0.13,0.57,1.16,2.01
1005601340,34.0,134.0,,,,-0.08,0.15,0.59,1.19,2.04
1005601350,34.0,135.0,,,,-0.14,0.09,0.52,1.12,1.98
1005601360,34.0,136.0,,,,-0.12,0.11,0.53,1.13,1.99
1005601370,34.0,137.0,,,,-0.05,0.19,0.63,1.24,2.1
1005602400,34.0,-120.0,,,,0.17,0.28,0.52,0.92,1.77
1005602410,34.0,-119.0,,,,0.15,0.26,0.5,0.9,1.74
1005602420,34.0,-118.0,,,,0.14,0.25,0.48,0.89,1.71
1005602430,34.0,-117.0,,,,0.15,0.25,0.49,0.89,1.71
1005603520,34.0,-8.0,,,,0.17,0.29,0.58,1.0,1.73
1005603530,34.0,-7.0,,,,0.16,0.28,0.57,1.0,1.72
1005603540,34.0,-6.0,,,,0.15,0.28,0.57,0.99,1.7
1005603570,34.0,-3.0,,,,0.14,0.27,0.56,0.98,1.68
1005700100,33.0,10.0,,,,0.11,0.24,0.54,0.97,1.67
1005700110,33.0,11.0,,,,0.12,0.25,0.54,0.98,1.67
1005700130,33.0,13.0,,,,0.12,0.25,0.55,0.98,1.69
1005700140,33.0,14.0,,,,0.13,0.26,0.56,1.0,1.71
1005700220,33.0,22.0,,,,0.14,0.28,0.57,1.01,1.72
1005700230,33.0,23.0,,,,0.14,0.28,0.57,1.01,1.73
1005700350,33.0,35.0,,,,0.13,0.26,0.56,1.02,1.73
1005700360,33.0,36.0,,,,0.1,0.24,0.54,1.0,1.69
1005701200,33.0,120.0,,,,-0.08,0.14,0.54,1.12,1.92
1005701210,33.0,121.0,,,,-0.08,0.14,0.55,1.13,1.94
1005701270,33.0,127.0,,,,-0.04,0.18,0.59,1.17,2.01
1005701300,33.0,130.0,,,,-0.04,0.18,0.6,1.19,2.03
1005701310,33.0,131.0,,,,-0.09,0.15,0.59,1.19,2.03
1005701320,33.0,132.0,,,,-0.09,0.14,0.59,1.19,2.04
1005701330,33.0,133.0,,,,-0.09,0.14,0.59,1.18,2.03
1005702430,33.0,-117.0,,,,0.16,0.27,0.5,0.91,1.74
1005702450,33.0,-115.0,,,,0.16,0.27,0.51,0.91,1.72
1005702800,33.0,-80.0,,,,0.42,0.51,0.76,1.18,1.95
1005703430,33.0,-17.0,,,,0.18,0.31,0.63,1.13,1.89
1005703510,33.0,-9.0,,,,0.17,0.3,0.59,1.02,1.75
1005703520,33.0,-8.0,,,,0.16,0.28,0.57,1.0,1.72
1005800130,32.0,13.0,,,,0.11,0.24,0.54,0.97,1.67
1005800150,32.0,15.0,,,,0.13,0.27,0.56,1.0,1.7
1005800200,32.0,20.0,,,,0.14,0.28,0.57,1.0,1.71
1005800210,32.0,21.0,,,,0.13,0.27,0.56,0.99,1.7
1005800240,32.0,24.0,,,,0.12,0.26,0.56,1.0,1.71
1005800310,32.0,31.0,,,,0.14,0.28,0.58,1.04,1.76
1005800340,32.0,34.0,,,,0.12,0.26,0.56,1.02,1.73
1005800350,32.0,35.0,,,,0.12,0.25,0.55,1.01,1.71
1005800360,32.0,36.0,,,,0.1,0.23,0.53,0.99,1.69
1005801190,32.0,119.0,,,,-0.09,0.13,0.54,1.11,1.9
1005801200,32.0,120.0,,,,-0.08,0.13,0.54,1.11,1.91
1005801210,32.0,121.0,,,,-0.08,0.14,0.55,1.12,1.93
1005801220,32.0,122.0,,,,-0.07,0.15,0.56,1.13,1.96
1005801300,32.0,130.0,,,,-0.07,0.15,0.58,1.17,2.02
1005801310,32.0,131.0,,,,-0.08,0.16,0.61,1.21,2.06
1005801320,32.0,132.0,,,,-0.08,0.15,0.61,1.21,2.07
1005802430,32.0,-117.0,,,,0.19,0.3,0.54,0.95,1.79
1005802450,32.0,-115.0,,,,0.18,0.29,0.53,0.93,1.75
1005802790,32.0,-81.0,,,,0.44,0.53,0.78,1.19,1.97
1005803500,32.0,-10.0,,,,0.18,0.31,0.6,1.04,1.78
1005803510,32.0,-9.0,,,,0.17,0.29,0.58,1.01,1.74
1005900170,31.0,17.0,,,,0.13,0.27,0.56,1.0,1.7
1005900200,31.0,20.0,,,,0.13,0.26,0.56,0.99,1.7
1005900270,31.0,27.0,,,,0.13,0.26,0.56,1.02,1.72
1005900300,31.0,30.0,,,,0.19,0.32,0.6,1.05,1.76
1005900310,31.0,31.0,,,,0.12,0.26,0.56,1.02,1.72
1005900320,31.0,32.0,,,,0.13,0.27,0.56,1.02,1.72
1005900340,31.0,34.0,,,,0.11,0.24,0.54,1.0,1.71
1005900350,31.0,35.0,,,,0.1,0.24,0.53,0.99,1.69
1005900480,31.0,48.0,,,,0.04,0.16,0.44,0.93,1.63
1005900490,31.0,49.0,,,,0.03,0.15,0.44,0.92,1.63
1005900500,31.0,50.0,,,,0.04,0.16,0.45,0.93,1.64
1005900510,31.0,51.0,,,,0.05,0.17,0.45,0.94,1.64
1005901190,31.0,119.0,,,,-0.09,0.13,0.53,1.11,1.9
1005901200,31.0,120.0,,,,-0.08,0.13,0.54,1.11,1.91
1005901210,31.0,121.0,,,,-0.08,0.14,0.54,1.12,1.93
1005901220,31.0,122.0,,,,-0.07,0.15,0.55,1.13,1.95
1005901310,31.0,131.0,,,,-0.06,0.17,0.62,1.22,2.08
1005902460,31.0,-114.0,,,,0.22,0.34,0.58,0.99,1.82
1005903500,31.0,-10.0,,,,0.18,0.3,0.59,1.02,1.76
1006000300,30.0,30.0,,,,0.11,0.24,0.54,1.0,1.7
1006000310,30.0,31.0,,,,0.1,0.24,0.54,1.0,1.7
1006000320,30.0,32.0,,,,0.1,0.24,0.53,1.0,1.7
1006000330,30.0,33.0,,,,0.1,0.24,0.53,1.0,1.7
1006000350,30.0,35.0,,,,0.1,0.23,0.52,0.98,1.68
1006000480,30.0,48.0,,,,0.06,0.18,0.46,0.95,1.66
1006000490,30.0,49.0,,,,0.05,0.18,0.46,0.95,1.66
1006000510,30.0,51.0,,,,0.06,0.18,0.46,0.95,1.66
1006000520,30.0,52.0,,,,0.04,0.17,0.45,0.94,1.65
1006001190,30.0,119.0,,,,-0.09,0.13,0.53,1.1,1.9
1006001200,30.0,120.0,,,,-0.08,0.13,0.54,1.11,1.91
1006001210,30.0,121.0,,,,-0.08,0.14,0.55,1.12,1.93
1006001220,30.0,122.0,,,,-0.07,0.15,0.56,1.13,1.96
1006002640,30.0,-96.0,,,,0.57,0.71,0.99,1.45,2.23
1006002650,30.0,-95.0,,,,0.57,0.68,0.94,1.38,2.17
1006002680,30.0,-92.0,,,,0.85,0.96,1.22,1.66,2.45
1006002690,30.0,-91.0,,,,0.89,1.0,1.26,1.69,2.48
1006002700,30.0,-90.0,,,,0.76,0.87,1.12,1.55,2.34
1006002760,30.0,-84.0,,,,0.26,0.37,0.63,1.06,1.86
1006002780,30.0,-82.0,,,,0.34,0.43,0.69,1.11,1.9
1006002790,30.0,-81.0,,,,0.36,0.46,0.71,1.14,1.94
1006003500,30.0,-10.0,,,,0.17,0.3,0.58,1.01,1.75
1006003510,30.0,-9.0,,,,0.16,0.28,0.57,1.0,1.72
1006100480,29.0,48.0,,,,0.07,0.2,0.48,0.97,1.68
1006100510,29.0,51.0,,,,0.07,0.2,0.48,0.97,1.69
1006101200,29.0,120.0,,,,-0.08,0.14,0.54,1.11,1.92
1006101210,29.0,121.0,,,,-0.07,0.14,0.55,1.12,1.93
1006101220,29.0,122.0,,,,-0.06,0.15,0.56,1.14,1.96
1006102490,29.0,-111.0,,,,0.25,0.37,0.6,1.0,1.82
1006102650,29.0,-95.0,,,,0.82,0.92,1.16,1.59,2.39
1006102790,29.0,-81.0,,,,0.33,0.43,0.68,1.1,1.9
1006103500,29.0,-10.0,,,,0.16,0.29,0.57,1.01,1.73
1006200480,28.0,48.0,,,,0.07,0.2,0.48,0.97,1.68
1006200530,28.0,53.0,,,,0.07,0.2,0.48,0.96,1.69
1006200540,28.0,54.0,,,,0.06,0.19,0.47,0.96,1.68
1006201190,28.0,119.0,,,,-0.08,0.14,0.55,1.11,1.91
1006201200,28.0,120.0,,,,-0.07,0.14,0.55,1.12,1.93
1006201210,28.0,121.0,,,,-0.07,0.15,0.56,1.13,1.95
1006201220,28.0,122.0,,,,-0.06,0.16,0.57,1.14,1.98
1006202490,28.0,-111.0,,,,0.27,0.38,0.62,1.02,1.85
1006202500,28.0,-110.0,,,,0.25,0.37,0.6,1.0,1.81
1006202630,28.0,-97.0,,,,0.68,0.77,1.01,1.44,2.24
1006202770,28.0,-83.0,,,,0.38,0.48,0.73,1.16,1.96
1006202780,28.0,-82.0,,,,0.35,0.46,0.72,1.14,1.94
1006202790,28.0,-81.0,,,,0.33,0.43,0.68,1.09,1.89
1006203430,28.0,-17.0,,,,0.21,0.35,0.66,1.16,1.93
1006203440,28.0,-16.0,,,,0.23,0.36,0.67,1.15,1.92
1006203450,28.0,-15.0,,,,0.23,0.36,0.65,1.11,1.88
1006203490,28.0,-11.0,,,,0.17,0.29,0.58,1.01,1.75
1006300340,27.0,34.0,,,,0.12,0.24,0.52,0.97,1.68
1006300500,27.0,50.0,,,,0.09,0.21,0.5,0.99,1.71
1006300560,27.0,56.0,,,,0.07,0.2,0.48,0.96,1.68
1006300570,27.0,57.0,,,,0.07,0.19,0.48,0.94,1.67
1006301190,27.0,119.0,,,,-0.08,0.14,0.55,1.11,1.92
1006301200,27.0,120.0,,,,-0.07,0.15,0.56,1.12,1.94
1006301210,27.0,121.0,,,,-0.06,0.16,0.57,1.14,1.97
1006302500,27.0,-110.0,,,,0.25,0.37,0.61,1.01,1.84
1006302510,27.0,-109.0,,,,0.25,0.36,0.6,1.0,1.82
1006302770,27.0,-83.0,,,,0.35,0.46,0.73,1.17,1.99
1006302780,27.0,-82.0,,,,0.37,0.46,0.71,1.13,1.94
1006302800,27.0,-80.0,,,,0.34,0.44,0.7,1.12,1.93
1006303470,27.0,-13.0,,,,0.17,0.3,0.58,1.02,1.77
1006400340,26.0,34.0,,,,0.12,0.24,0.52,0.97,1.68
1006400500,26.0,50.0,,,,0.08,0.21,0.49,0.98,1.71
1006400510,26.0,51.0,,,,0.08,0.21,0.5,0.99,1.72
1006400520,26.0,52.0,,,,0.09,0.22,0.5,0.99,1.73
1006400560,26.0,56.0,,,,0.08,0.2,0.49,0.97,1.7
1006400580,26.0,58.0,,,,0.08,0.21,0.49,0.96,1.69
1006400630,26.0,63.0,,,,0.07,0.19,0.48,0.94,1.68
1006400660,26.0,66.0,,,,0.03,0.16,0.44,0.9,1.65
1006400670,26.0,67.0,,,,-0.01,0.12,0.4,0.86,1.6
1006401190,26.0,119.0,,,,-0.08,0.14,0.55,1.11,1.92
1006401200,26.0,120.0,,,,-0.07,0.15,0.57,1.13,1.95
1006401280,26.0,128.0,,,,-0.07,0.17,0.63,1.21,2.09
1006402490,26.0,-111.0,,,,0.26,0.38,0.62,1.03,1.87
1006402510,26.0,-109.0,,,,0.25,0.36,0.6,1.0,1.83
1006402520,26.0,-108.0,,,,0.24,0.36,0.6,1.0,1.82
1006402620,26.0,-98.0,,,,0.34,0.45,0.7,1.15,1.95
1006402630,26.0,-97.0,,,,0.51,0.6,0.84,1.27,2.09
1006402780,26.0,-82.0,,,,0.35,0.44,0.7,1.13,1.94
1006402800,26.0,-80.0,,,,0.35,0.45,0.71,1.12,1.93
1006403460,26.0,-14.0,,,,0.18,0.3,0.59,1.02,1.77
1006500500,25.0,50.0,,,,0.08,0.21,0.49,0.98,1.7
1006500510,25.0,51.0,,,,0.08,0.21,0.5,0.98,1.71
1006500520,25.0,52.0,,,,0.09,0.21,0.5,0.99,1.72
1006500550,25.0,55.0,,,,0.07,0.19,0.48,0.96,1.7
1006500560,25.0,56.0,,,,0.07,0.2,0.48,0.96,1.69
1006500610,25.0,61.0,,,,0.09,0.22,0.5,0.97,1.72
1006500620,25.0,62.0,,,,0.09,0.22,0.5,0.97,1.72
1006500670,25.0,67.0,,,,0.1,0.2,0.46,0.91,1.66
1006500680,25.0,68.0,,,,-0.06,0.07,0.36,0.83,1.58
1006500690,25.0,69.0,,,,-0.08,0.05,0.34,0.81,1.56
1006501170,25.0,117.0,,,,-0.09,0.13,0.55,1.08,1.89
1006501180,25.0,118.0,,,,-0.08,0.14,0.55,1.09,1.9
1006501190,25.0,119.0,,,,-0.07,0.14,0.56,1.11,1.93
1006501210,25.0,121.0,,,,-0.05,0.16,0.58,1.14,1.97
1006501220,25.0,122.0,,,,-0.04,0.18,0.6,1.17,2.01
1006502480,25.0,-112.0,,,,0.25,0.37,0.62,1.03,1.89
1006502520,25.0,-108.0,,,,0.24,0.36,0.6,1.0,1.83
1006502530,25.0,-107.0,,,,0.24,0.36,0.6,1.0,1.82
1006502800,25.0,-80.0,,,,0.36,0.46,0.71,1.13,1.95
1006502830,25.0,-77.0,,,,0.26,0.39,0.67,1.08,1.9
1006600380,24.0,38.0,,,,0.12,0.24,0.52,0.97,1.69
1006600530,24.0,53.0,,,,0.08,0.21,0.5,0.98,1.72
1006600540,24.0,54.0,,,,0.08,0.2,0.49,0.97,1.71
1006600550,24.0,55.0,,,,0.06,0.19,0.48,0.96,1.7
1006600560,24.0,56.0,,,,0.07,0.19,0.48,0.96,1.69
1006600570,24.0,57.0,,,,0.08,0.21,0.49,0.96,1.71
1006600580,24.0,58.0,,,,0.09,0.22,0.5,0.97,1.72
1006600680,24.0,68.0,,,,0.0,0.13,0.41,0.88,1.64
1006600710,24.0,71.0,,,,-0.22,-0.01,0.39,0.95,1.7
1006600910,24.0,91.0,,,,-0.13,0.1,0.48,1.01,1.77
1006601130,24.0,113.0,,,,-0.09,0.13,0.55,1.07,1.86
1006601140,24.0,114.0,,,,-0.09,0.13,0.55,1.08,1.87
1006601150,24.0,115.0,,,,-0.08,0.13,0.55,1.08,1.88
1006601160,24.0,116.0,,,,-0.08,0.13,0.56,1.09,1.89
1006601170,24.0,117.0,,,,-0.08,0.14,0.56,1.09,1.9
1006601180,24.0,118.0,,,,-0.08,0.14,0.56,1.1,1.92
1006601200,24.0,120.0,,,,-0.06,0.16,0.58,1.12,1.96
1006601210,24.0,121.0,,,,-0.06,0.16,0.59,1.14,1.97
1006601220,24.0,122.0,,,,-0.05,0.18,0.6,1.16,2.01
1006602500,24.0,-110.0,,,,0.26,0.37,0.62,1.02,1.87
1006603440,24.0,-16.0,,,,0.18,0.31,0.59,1.01,1.78
1006700570,23.0,57.0,,,,0.08,0.21,0.49,0.96,1.7
1006700580,23.0,58.0,,,,0.09,0.22,0.5,0.96,1.71
1006700590,23.0,59.0,,,,0.1,0.23,0.51,0.97,1.73
1006700690,23.0,69.0,,,,-0.17,0.05,0.45,1.01,1.78
1006700700,23.0,70.0,,,,-0.18,0.04,0.44,1.0,1.76
1006700710,23.0,71.0,,,,-0.2,0.01,0.41,0.97,1.73
1006700720,23.0,72.0,,,,-0.23,-0.02,0.38,0.94,1.7
1006700730,23.0,73.0,,,,-0.24,-0.02,0.38,0.95,1.7
1006700870,23.0,87.0,,,,-0.14,0.08,0.47,1.0,1.76
1006700880,23.0,88.0,,,,-0.13,0.09,0.47,1.01,1.77
1006700890,23.0,89.0,,,,-0.13,0.1,0.48,1.02,1.78
1006700900,23.0,90.0,,,,-0.12,0.1,0.48,1.02,1.79
1006700910,23.0,91.0,,,,-0.12,0.1,0.49,1.02,1.79
1006700920,23.0,92.0,,,,-0.12,0.1,0.49,1.02,1.79
1006701080,23.0,108.0,,,,-0.09,0.13,0.54,1.06,1.85
1006701120,23.0,112.0,,,,-0.09,0.13,0.55,1.07,1.87
1006701130,23.0,113.0,,,,-0.08,0.13,0.55,1.08,1.88
1006701140,23.0,114.0,,,,-0.08,0.14,0.56,1.09,1.89
1006701150,23.0,115.0,,,,-0.08,0.14,0.56,1.09,1.9
1006701160,23.0,116.0,,,,-0.07,0.15,0.57,1.1,1.92
1006701170,23.0,117.0,,,,-0.07,0.15,0.57,1.11,1.94
1006701200,23.0,120.0,,,,-0.05,0.16,0.59,1.13,1.97
1006701210,23.0,121.0,,,,-0.06,0.17,0.6,1.14,1.98
1006702500,23.0,-110.0,,,,0.25,0.37,0.62,1.02,1.88
1006702540,23.0,-106.0,,,,0.27,0.38,0.63,1.03,1.86
1006702770,23.0,-83.0,,,,0.38,0.48,0.74,1.14,1.97
1006702780,23.0,-82.0,,,,0.36,0.46,0.71,1.11,1.93
1006702790,23.0,-81.0,,,,0.3,0.42,0.69,1.1,1.92
1006800390,22.0,39.0,,,,0.11,0.23,0.51,0.96,1.69
1006800690,22.0,69.0,,,,-0.14,0.08,0.48,1.04,1.82
1006800700,22.0,70.0,,,,-0.15,0.06,0.46,1.02,1.79
1006800710,22.0,71.0,,,,-0.18,0.04,0.44,1.0,1.76
1006800720,22.0,72.0,,,,-0.2,0.01,0.42,0.97,1.74
1006800730,22.0,73.0,,,,-0.21,0.01,0.41,0.97,1.73
1006800740,22.0,74.0,,,,-0.19,0.03,0.43,0.99,1.75
1006800870,22.0,87.0,,,,-0.13,0.09,0.48,1.01,1.78
1006800880,22.0,88.0,,,,-0.12,0.1,0.49,1.02,1.79
1006800890,22.0,89.0,,,,-0.11,0.11,0.49,1.03,1.81
1006800900,22.0,90.0,,,,-0.11,0.11,0.5,1.04,1.81
1006800910,22.0,91.0,,,,-0.11,0.11,0.5,1.04,1.82
1006800920,22.0,92.0,,,,-0.11,0.11,0.5,1.04,1.81
1006801060,22.0,106.0,,,,-0.09,0.13,0.54,1.06,1.84
1006801070,22.0,107.0,,,,-0.08,0.13,0.54,1.07,1.85
1006801080,22.0,108.0,,,,-0.08,0.14,0.55,1.07,1.86
1006801090,22.0,109.0,,,,-0.08,0.14,0.55,1.08,1.87
1006801100,22.0,110.0,,,,-0.08,0.13,0.55,1.08,1.87
1006801110,22.0,111.0,,,,-0.08,0.13,0.55,1.08,1.88
1006801120,22.0,112.0,,,,-0.08,0.14,0.56,1.08,1.89
1006801130,22.0,113.0,,,,-0.07,0.14,0.56,1.09,1.9
1006801140,22.0,114.0,,,,-0.07,0.15,0.57,1.11,1.92
1006801200,22.0,120.0,,,,-0.05,0.17,0.61,1.14,1.99
1006802550,22.0,-105.0,,,,0.29,0.41,0.66,1.06,1.89
1006802620,22.0,-98.0,,,,0.41,0.53,0.79,1.24,2.06
