location,lat,lon,gauge_id,gauge_name,low-end,low,central,high,high-end
1214,51.21,-4.11,1214,ILFRACOMBE,0.16,0.29,0.55,0.95,1.6
1215,54.84,-5.12,1215,PORTPATRICK,0.13,0.28,0.53,0.91,1.55
1216,-42.55,147.93,1216,SPRING_BAY,0.23,0.32,0.57,1.01,1.75
1217,7.1,171.37,1217,MAJURO-B,0.27,0.37,0.62,1.07,2.0
1218,49.23,-68.13,1218,BAIE_COMEAU,0.18,0.33,0.64,1.11,1.79
1232,35.49,24.08,1232,SOUDHAS,0.19,0.3,0.55,0.95,1.66
1233,37.13,26.85,1233,LEROS,0.18,0.29,0.55,0.96,1.66
1234,37.44,24.95,1234,SIROS,0.17,0.29,0.54,0.94,1.64
1236,57.68,11.79,1236,GOTEBORG - TORSHAMNEN,0.17,0.3,0.58,1.0,1.63
1237,38.47,23.59,1237,KHALKIS_NORTH,0.17,0.28,0.53,0.92,1.62
1238,40.84,25.88,1238,ALEXANDROUPOLIS,0.13,0.26,0.53,0.95,1.63
1239,38.83,20.71,1239,LEVKAS,0.19,0.29,0.54,0.93,1.63
1240,37.64,21.32,1240,KATAKOLON,0.19,0.29,0.54,0.94,1.64
1241,64.86,11.23,1241,RORVIK,0.04,0.23,0.53,0.94,1.53
1242,48.85,-125.13,1242,BAMFIELD,0.17,0.26,0.46,0.8,1.6
1243,36.44,28.24,1243,RHODOS,0.19,0.3,0.55,0.96,1.67
1245,49.2,-122.92,1245,NEW  WESTMINSTER,0.16,0.24,0.44,0.77,1.55
1246,-21.28,149.3,1246,HAY_POINT,0.26,0.35,0.58,1.02,1.83
1247,47.64,-3.45,1247,PORT_TUDY,0.18,0.3,0.55,0.95,1.63
1248,1.23,103.65,1248,SULTAN_SHOAL,0.26,0.35,0.59,1.0,1.85
1249,15.42,73.8,1249,MORMUGAO,0.22,0.3,0.53,0.97,1.78
1250,38.42,21.73,1250,PATRAI,0.18,0.29,0.54,0.93,1.62
1252,7.33,134.47,1252,MALAKAL-B,0.22,0.34,0.6,1.04,1.94
1253,-23.12,-134.97,1253,RIKITEA,0.25,0.33,0.55,0.94,1.79
1255,49.12,-123.18,1255,STEVESTON,0.16,0.25,0.44,0.78,1.56
1263,34.61,138.22,1263,OMAEZAKI_II,0.25,0.36,0.63,1.1,1.97
1264,39.94,139.71,1264,OGA,0.27,0.36,0.61,1.08,1.94
1265,32.02,130.19,1265,AKUNE,0.27,0.36,0.63,1.08,1.94
1266,40.53,141.53,1266,HACHINOHE_II,0.22,0.32,0.59,1.14,2.0
1267,70.98,25.97,1267,HONNINGSVAG,0.01,0.22,0.52,0.91,1.49
1268,-10.6,141.91,1268,BOOBY_ISLAND,0.25,0.35,0.59,1.03,1.88
1269,43.34,-124.32,1269,CHARLESTON_II,0.22,0.31,0.52,0.88,1.71
1270,22.03,88.1,1270,HALDIA,0.18,0.28,0.51,0.92,1.69
1271,-54.82,-68.22,1271,USHUAIA_II,0.15,0.23,0.42,0.72,1.27
1272,-27.15,-109.47,1272,EASTER_ISLAND-E,0.24,0.32,0.54,0.91,1.73
1274,-12.05,-77.15,1274,CALLAO_2,0.25,0.34,0.57,0.96,1.77
1275,1.3,103.72,1275,JURONG,0.26,0.35,0.59,1.0,1.85
1293,33.27,131.69,1293,OITA_II,0.26,0.36,0.62,1.07,1.92
1294,48.36,-4.78,1294,LE_CONQUET,0.18,0.3,0.55,0.96,1.64
1295,38.57,-76.07,1295,CAMBRIDGE_II,0.28,0.38,0.66,1.09,1.83
1296,42.17,142.77,1296,URAKAWA_II,0.23,0.33,0.57,1.06,1.92
1297,21.9,-84.9,1297,CABO_DE_SAN_ANTONIO,0.28,0.36,0.61,1.0,1.83
1299,46.22,-60.25,1299,NORTH_SYDNEY,0.2,0.35,0.67,1.14,1.85
1300,-10.51,142.31,1300,INCE_POINT,0.26,0.35,0.59,1.03,1.88
1301,47.87,-3.91,1301,CONCARNEAU,0.18,0.3,0.55,0.95,1.63
1306,34.43,131.42,1306,HAGI,0.27,0.36,0.61,1.06,1.91
1318,33.47,129.85,1318,KARIYA,0.27,0.36,0.61,1.06,1.92
1320,33.33,133.24,1320,KURE_I,0.25,0.35,0.63,1.08,1.94
1321,47.3,-53.98,1321,ARGENTIA,0.18,0.34,0.66,1.13,1.84
1322,50.2,-66.4,1322,SEPT-ILES,0.17,0.33,0.64,1.1,1.78
1323,50.02,-125.23,1323,CAMPBELL_RIVER,0.1,0.18,0.37,0.7,1.49
1324,36.05,129.38,1324,POHANG,0.27,0.35,0.59,1.04,1.87
1325,48.11,-122.76,1325,PORT_TOWNSEND,0.19,0.27,0.47,0.82,1.6
1328,-20.59,117.19,1328,CAPE_LAMBERT,0.22,0.33,0.58,1.0,1.82
1329,-2.82,-171.72,1329,KANTON_ISLAND-B,0.24,0.35,0.6,1.02,1.93
1343,34.9,139.13,1343,ITO_II,0.26,0.36,0.63,1.1,1.97
1344,37.81,138.28,1344,OGI,0.28,0.37,0.61,1.07,1.94
1345,37.83,140.96,1345,SOMA,0.22,0.33,0.61,1.13,1.99
1346,39.27,141.89,1346,KAMAISI_II,0.19,0.31,0.61,1.18,2.05
1347,48.72,-3.97,1347,ROSCOFF,0.17,0.3,0.55,0.96,1.63
1349,47.08,-64.88,1349,LOWER_ESCUMINAC,0.19,0.35,0.66,1.13,1.84
1350,60.68,-151.4,1350,NIKISKI,-0.27,-0.11,0.12,0.35,1.12
1351,1.17,103.75,1351,RAFFLES_LIGHT_HOUSE,0.26,0.35,0.59,1.0,1.85
1352,36.6,-121.89,1352,MONTEREY,0.21,0.29,0.5,0.89,1.73
1353,61.12,-146.36,1353,VALDEZ,-0.11,0.02,0.24,0.48,1.24
1354,46.71,-123.97,1354,TOKE_POINT,0.2,0.29,0.5,0.85,1.65
1355,22.88,-109.9,1355,CABO_SAN_LUCAS,0.26,0.35,0.56,0.95,1.81
1356,22.53,120.32,1356,KAOHSIUNG_II,0.24,0.34,0.61,1.02,1.87
1364,39.02,141.75,1364,OFUNATO_II,0.19,0.32,0.61,1.17,2.03
1365,38.21,128.59,1365,SOKCHO,0.26,0.35,0.59,1.04,1.87
1366,22.49,114.01,1366,TSIM_BEI_TSUI,0.24,0.33,0.59,0.98,1.8
1367,-33.01,137.59,1367,WHYALLA_III,0.23,0.32,0.53,0.88,1.64
1368,-10.56,142.15,1368,GOODS_ISLAND,0.26,0.35,0.59,1.03,1.88
1369,21.95,88.02,1369,GANGRA,0.18,0.28,0.51,0.92,1.7
1370,6.98,158.23,1370,POHNPEI-B,0.26,0.37,0.61,1.05,1.97
1371,1.98,-157.48,1371,CHRISTMAS_ISLAND_II,0.23,0.34,0.6,1.04,1.96
1372,23.87,-166.28,1372,FRENCH_FRIGATE_SHOALS,0.29,0.39,0.66,1.14,2.09
1373,-9.43,159.95,1373,HONIARA_II,0.16,0.3,0.6,1.08,1.95
1386,32.61,130.2,1386,KUCHINOTSU,0.27,0.36,0.62,1.07,1.93
1387,35.48,135.39,1387,MAIZURU_II,0.28,0.37,0.62,1.07,1.93
1388,26.18,127.82,1388,OKINAWA,0.24,0.35,0.64,1.1,1.97
1389,36.76,137.22,1389,TOYAMA,0.28,0.37,0.61,1.07,1.93
1390,33.27,134.16,1390,MUROTOMISAKI,0.26,0.36,0.63,1.09,1.95
1391,27.08,142.18,1391,CHICHIJIMA,0.26,0.38,0.65,1.14,2.05
1393,18.34,-64.92,1393,CHARLOTTE_AMALIE,0.27,0.36,0.61,1.01,1.84
1394,37.99,-122.98,1394,POINT_REYES,0.22,0.3,0.52,0.9,1.74
1395,22.47,69.08,1395,OKHA,0.17,0.25,0.48,0.92,1.7
1397,-17.53,-149.57,1397,PAPEETE-B,0.25,0.34,0.57,0.96,1.84
1399,72.0,129.12,1399,BYKOV_MYS,0.17,0.31,0.66,1.23,1.92
1403,39.0,117.72,1403,TANGGU,0.16,0.25,0.5,0.96,1.74
1404,35.38,119.55,1404,SHIJIUSUO,0.22,0.31,0.56,1.01,1.81
1405,34.75,119.45,1405,LIANYUNGANG,0.22,0.32,0.56,1.01,1.81
1406,22.75,115.35,1406,SHANWEI,0.24,0.33,0.59,0.99,1.81
1408,21.48,109.08,1408,BEIHAI,0.24,0.33,0.58,0.97,1.78
1420,-33.93,137.62,1420,WALLAROO_II,0.23,0.32,0.53,0.88,1.64
1421,78.93,11.94,1421,NY-ALESUND,-1.04,-0.7,-0.43,-0.16,0.4
1422,19.3,-81.32,1422,NORTH_SOUND,0.27,0.36,0.61,1.01,1.86
1423,12.92,74.8,1423,MANGALORE,0.23,0.31,0.55,0.99,1.8
1426,19.27,-81.38,1426,SOUTH_SOUND,0.27,0.36,0.61,1.01,1.86
1428,20.02,110.28,1428,HAIKOU,0.24,0.33,0.58,0.98,1.8
1437,34.81,138.76,1437,TAGO,0.26,0.36,0.63,1.1,1.97
1438,34.87,138.33,1438,YAIZU,0.26,0.36,0.63,1.1,1.97
1440,33.13,139.8,1440,KAMINATO_II,0.26,0.38,0.67,1.14,2.03
1441,38.46,23.59,1441,KHALKIS_SOUTH,0.17,0.28,0.53,0.92,1.62
1442,43.28,145.57,1442,HANASAKI_II,0.24,0.33,0.56,1.06,1.92
1444,33.66,-78.92,1444,SPRINGMAID_PIER,0.27,0.37,0.62,1.03,1.81
1445,35.02,128.81,1445,GADEOKDO,0.27,0.35,0.6,1.04,1.88
1446,34.83,128.43,1446,TONGYEONG,0.26,0.35,0.59,1.04,1.88
1447,17.69,-64.75,1447,LIME_TREE_BAY,0.27,0.36,0.61,1.0,1.84
1448,54.06,14.0,1448,KOSEROW,0.19,0.32,0.61,1.04,1.68
1449,13.77,109.25,1449,QUINHON,0.21,0.32,0.58,0.98,1.82
1450,-9.02,-158.07,1450,PENRHYN,0.25,0.35,0.6,1.0,1.9
1451,21.78,89.47,1451,HIRON_POINT,0.19,0.29,0.52,0.93,1.72
1452,-8.53,179.22,1452,FUNAFUTI,0.17,0.31,0.62,1.05,1.94
1454,21.83,89.83,1454,KHEPUPARA,0.19,0.29,0.52,0.93,1.72
1455,36.83,-2.48,1455,ALMERIA,0.23,0.33,0.57,0.96,1.66
1456,37.95,-8.88,1456,SINES,0.23,0.34,0.58,0.98,1.7
1468,43.7,7.29,1468,NICE,0.18,0.29,0.54,0.92,1.6
1469,42.52,3.11,1469,PORT_VENDRES,0.19,0.3,0.55,0.93,1.62
1470,44.35,143.37,1470,MONBETU_II,0.26,0.34,0.56,0.98,1.83
1471,-16.48,145.47,1471,PORT_DOUGLAS_2,0.27,0.35,0.58,1.04,1.86
1473,1.1,154.78,1473,KAPINGAMARANGI,0.24,0.35,0.61,1.04,1.95
1474,15.23,145.75,1474,SAIPAN,0.22,0.34,0.64,1.05,1.97
1475,16.1,108.22,1475,DANANG,0.23,0.33,0.58,0.97,1.8
1476,21.45,91.83,1476,COX'S_BAZAAR,0.2,0.3,0.52,0.94,1.73
1488,35.09,136.88,1488,NAGOYA_II,0.27,0.37,0.62,1.08,1.95
1489,34.68,125.44,1489,HEUKSANDO,0.25,0.35,0.59,1.04,1.88
1490,37.49,130.91,1490,ULLEUNG,0.28,0.36,0.62,1.07,1.92
1491,56.62,-6.06,1491,TOBERMORY,0.09,0.26,0.53,0.91,1.54
1492,-19.28,147.06,1492,CAPE_FERGUSON,0.26,0.35,0.58,1.02,1.84
1493,-26.68,153.13,1493,MOOLOOLABA_2,0.26,0.34,0.58,1.01,1.81
1495,10.33,107.07,1495,VUNGTAU,0.23,0.33,0.58,0.98,1.82
1496,22.22,91.05,1496,CHARCHANGA,0.19,0.29,0.52,0.93,1.72
1501,-20.93,55.29,1501,POINTE_DES_GALETS,0.24,0.34,0.59,0.98,1.85
1505,54.49,-0.61,1505,WHITBY,0.12,0.28,0.58,1.01,1.65
1506,-35.11,138.47,1506,PORT_STANVAC,0.23,0.32,0.53,0.88,1.64
1513,38.87,121.68,1513,LAOHUTAN,0.22,0.31,0.56,1.02,1.82
1522,28.5,129.5,1522,NASE_III,0.26,0.36,0.65,1.12,1.99
1523,35.45,135.32,1523,MAIZURU_III,0.28,0.37,0.62,1.07,1.93
1524,44.64,-67.3,1524,CUTLER_II,0.22,0.35,0.67,1.13,1.86
1526,55.99,-3.18,1526,LEITH_II,0.11,0.27,0.56,0.97,1.6
1527,35.98,126.56,1527,GUNSAN,0.25,0.34,0.59,1.04,1.87
1544,35.74,140.86,1544,CHOSHI-GYOKO,0.24,0.35,0.62,1.12,1.99
1545,35.65,139.77,1545,TOKYO_III,0.25,0.35,0.62,1.11,1.97
1546,34.03,127.31,1546,GEOMUNDO,0.26,0.35,0.59,1.04,1.89
1547,-38.34,141.61,1547,PORTLAND,0.23,0.32,0.53,0.88,1.63
1548,50.78,0.06,1548,NEWHAVEN,0.14,0.28,0.57,0.99,1.65
1549,-20.62,116.75,1549,KING_BAY,0.22,0.33,0.58,1.0,1.82
1550,-35.02,137.77,1550,PORT_GILES,0.23,0.32,0.53,0.89,1.65
1551,51.62,3.68,1551,ROOMPOT_BUITEN,0.14,0.28,0.57,1.0,1.65
1567,33.5,133.57,1567,KOCHI_III,0.26,0.36,0.62,1.08,1.94
1568,34.32,126.76,1568,WANDO,0.26,0.35,0.59,1.04,1.88
1569,-20.28,148.78,1569,SHUTE_HARBOUR_2,0.26,0.35,0.59,1.02,1.84
1571,8.27,-82.87,1571,PUERTO_ARMUELLES_B,0.26,0.35,0.58,0.98,1.82
1585,34.9,132.07,1585,HAMADA_II,0.28,0.36,0.62,1.07,1.92
1586,34.2,129.29,1586,IZUHARA_II,0.27,0.36,0.6,1.05,1.9
1587,41.24,140.38,1587,TAPPI,0.26,0.35,0.59,1.06,1.91
1588,33.96,126.3,1588,CHUJADO,0.26,0.35,0.59,1.04,1.89
1589,3.98,103.43,1589,TANJUNG_GELANG,0.25,0.35,0.59,0.99,1.84
1590,-37.64,176.18,1590,TAURANGA,0.24,0.33,0.58,1.01,1.78
1591,3.05,101.36,1591,PELABUHAN_KELANG,0.24,0.34,0.58,0.99,1.83
1592,5.26,103.19,1592,CENDERING,0.25,0.34,0.59,1.0,1.84
1593,2.21,102.15,1593,TANJUNG_KELING,0.25,0.35,0.59,0.99,1.84
1594,4.24,100.61,1594,LUMUT,0.23,0.34,0.58,0.98,1.83
1595,5.42,100.35,1595,PULAU_PINANG,0.23,0.33,0.58,0.99,1.83
1596,41.45,140.25,1596,YOSIOKA,0.26,0.35,0.59,1.05,1.9
1597,48.48,-68.52,1597,RIMOUSKI,0.18,0.34,0.65,1.12,1.81
1600,-6.15,39.18,1600,ZANZIBAR,0.28,0.36,0.6,1.02,1.82
1603,-62.48,-59.63,1603,PUERTO_SOBERANIA,-0.3,-0.03,0.23,0.56,1.09
1627,33.24,126.56,1627,SEOGWIPO,0.27,0.35,0.6,1.05,1.9
1628,35.62,126.3,1628,WIDO,0.25,0.34,0.59,1.04,1.87
1629,-17.58,146.08,1629,MOURILYAN_HARBOUR,0.27,0.35,0.58,1.03,1.85
1630,-18.52,146.38,1630,LUCINDA,0.26,0.35,0.58,1.02,1.84
1631,-21.65,115.13,1631,ONSLOW,0.22,0.33,0.58,0.99,1.82
1632,52.93,1.3,1632,CROMER,0.13,0.29,0.59,1.01,1.66
1633,48.86,-122.76,1633,CHERRY_POINT,0.17,0.26,0.45,0.79,1.57
1634,55.34,-160.5,1634,SAND_POINT,0.15,0.26,0.51,0.89,1.74
1635,36.97,-76.11,1635,CHESAPEAKE_BAY_BR. TUN.,0.29,0.39,0.65,1.08,1.84
1636,36.18,-75.75,1636,DUCK_PIER_OUTSIDE,0.29,0.39,0.65,1.07,1.84
1637,40.64,-74.14,1637,BERGEN_POINT,0.26,0.38,0.67,1.1,1.84
1638,27.98,-82.83,1638,CLEARWATER_BEACH,0.28,0.37,0.62,1.04,1.85
1639,40.77,-124.22,1639,N. SPIT,0.22,0.31,0.53,0.9,1.73
1640,42.74,-124.5,1640,PORT_ORFORD,0.22,0.31,0.53,0.89,1.72
1641,30.15,-85.67,1641,PANAMA_CITY,0.27,0.36,0.61,1.02,1.81
1643,-45.81,170.62,1643,PORT_CHALMERS,0.22,0.3,0.56,0.98,1.69
1644,-33.64,-78.83,1644,JUAN_FERNANDEZ-C,0.22,0.31,0.52,0.86,1.62
1645,-0.43,-90.28,1645,BALTRA-B,0.25,0.35,0.59,1.01,1.87
1671,24.33,124.16,1671,ISHIGAKI_II,0.23,0.34,0.63,1.07,1.93
1672,-19.67,63.42,1672,RODRIGUES_IS,0.26,0.36,0.59,0.97,1.86
1673,-20.15,57.5,1673,PORT_LOUIS_II,0.25,0.35,0.59,0.97,1.85
1674,22.29,114.21,1674,QUARRY_BAY,0.24,0.33,0.59,0.99,1.81
1675,36.41,126.49,1675,BORYEONG,0.25,0.34,0.59,1.04,1.86
1676,6.43,99.76,1676,PULAU_LANGKAWI,0.23,0.33,0.58,0.99,1.83
1677,1.33,103.44,1677,KUKUP,0.26,0.35,0.59,1.0,1.85
1678,2.81,104.14,1678,PULAU_TIOMAN,0.25,0.35,0.59,1.0,1.85
1679,38.43,26.72,1679,MENTES/IZMIR,0.17,0.28,0.53,0.93,1.63
1681,36.83,30.62,1681,ANTALYA_II,0.19,0.3,0.55,0.96,1.66
1696,26.61,-80.03,1696,LAKE_WORTH_PIER,0.27,0.36,0.61,1.02,1.83
1699,36.67,126.13,1699,ANHEUNG,0.25,0.34,0.58,1.04,1.87
1700,51.71,-5.05,1700,MILFORD_HAVEN,0.15,0.29,0.55,0.94,1.6
1701,24.71,-81.11,1701,VACA_KEY,0.29,0.38,0.63,1.04,1.86
1702,1.93,104.11,1702,TANJUNG_SEDILI,0.26,0.35,0.59,1.0,1.85
1703,6.23,102.11,1703,GETING,0.24,0.34,0.59,0.99,1.84
1704,-27.95,153.42,1704,GOLD_COAST_SEAWAY_2,0.26,0.34,0.58,1.01,1.8
1706,43.13,17.2,1706,SUCURAJ,0.16,0.27,0.51,0.9,1.58
1707,-0.68,73.15,1707,GAN_II,0.28,0.37,0.61,1.03,1.9
1708,9.78,125.5,1708,SURIGAO,0.2,0.32,0.61,1.02,1.89
1711,12.33,121.08,1711,SAN_JOSE,0.21,0.32,0.6,1.02,1.88
1730,9.55,112.88,1730,NAN_SHA,0.24,0.35,0.6,1.0,1.86
1731,52.01,-4.98,1731,FISHGUARD_II,0.15,0.29,0.54,0.94,1.59
1733,5.98,116.07,1733,KOTA_KINABALU,0.24,0.34,0.6,1.0,1.85
1734,4.23,117.88,1734,TAWAU,0.23,0.34,0.59,1.0,1.85
1735,35.82,14.53,1735,MARSAXLOKK  ,0.21,0.31,0.57,0.97,1.68
1745,16.83,112.33,1745,XI_SHA,0.2,0.31,0.58,0.99,1.84
1746,1.27,103.85,1746,TANJONG_PAGAR,0.26,0.35,0.59,1.0,1.85
1747,46.5,-1.79,1747,LES_SABLES_D OLONNE,0.19,0.3,0.55,0.94,1.62
1748,63.44,10.39,1748,TRONDHEIM_2,0.02,0.2,0.49,0.89,1.49
1749,-10.52,142.21,1749,TURTLE_HEAD,0.26,0.35,0.59,1.03,1.88
1750,-39.48,176.92,1750,NAPIER,0.23,0.32,0.57,1.01,1.76
1751,-26.29,-80.11,1751,SAN_FELIX,0.22,0.31,0.52,0.88,1.68
1753,4.18,73.53,1753,MALE-B,0.27,0.36,0.6,1.04,1.9
1758,51.21,-3.13,1758,HINKLEY_POINT,0.15,0.28,0.55,0.95,1.6
1759,59.04,10.95,1759,VIKER,0.15,0.29,0.56,0.99,1.6
1760,-23.16,150.79,1760,ROSSLYN_BAY,0.26,0.35,0.58,1.01,1.82
1761,-31.83,115.74,1761,HILLARYS,0.22,0.32,0.56,0.94,1.74
1762,-21.95,114.14,1762,EXMOUTH,0.22,0.33,0.58,0.99,1.83
1764,42.05,3.21,1764,L'ESTARTIT,0.2,0.3,0.55,0.94,1.63
1772,55.63,-6.19,1772,ISLAY,0.11,0.27,0.53,0.92,1.56
1773,50.61,-2.45,1773,WEYMOUTH,0.15,0.28,0.55,0.96,1.62
1775,58.46,-5.05,1775,KINLOCHBERVIE,0.07,0.25,0.53,0.92,1.53
1780,73.22,113.5,1780,ANABAR,0.16,0.3,0.62,1.2,1.86
1784,16.22,-61.53,1784,POINTE-A-PITRE,0.27,0.36,0.6,0.99,1.82
1789,34.35,134.06,1789,TAKAMATSU_II,0.27,0.36,0.62,1.07,1.93
1790,34.68,135.19,1790,KOBE_II,0.27,0.36,0.62,1.08,1.93
1792,10.45,99.25,1792,KO_MATTAPHON,0.23,0.33,0.58,0.99,1.82
1793,54.09,-4.77,1793,PORT_ERIN,0.14,0.28,0.53,0.92,1.56
1794,54.65,-3.57,1794,WORKINGTON,0.13,0.28,0.54,0.93,1.57
1795,49.18,-2.12,1795,ST_HELIER,0.16,0.29,0.56,0.97,1.64
1796,-51.69,-57.82,1796,STANLEY_II,0.18,0.26,0.46,0.8,1.41
1797,32.47,34.86,1797,HADERA,0.19,0.3,0.55,0.98,1.69
1799,50.52,-128.03,1799,WINTER_HARBOUR,0.18,0.27,0.47,0.81,1.61
1800,64.5,-165.43,1800,NOME,0.12,0.24,0.49,0.91,1.68
1801,43.53,-1.51,1801,BOUCAU,0.2,0.31,0.56,0.96,1.65
1802,28.14,-15.41,1802,LAS_PALMAS_D,0.28,0.38,0.63,1.08,1.84
1803,28.48,-16.24,1803,TENERIFE,0.28,0.38,0.65,1.11,1.88
1804,1.37,172.93,1804,BETIO,0.24,0.35,0.61,1.04,1.96
1805,-17.6,177.44,1805,LAUTOKA,0.25,0.35,0.6,1.05,1.91
1806,43.35,-3.05,1806,BILBAO,0.2,0.31,0.57,0.97,1.66
1807,43.46,-3.79,1807,SANTANDER_III,0.2,0.32,0.57,0.97,1.66
1808,43.36,-8.39,1808,LA_CORUNA_III,0.2,0.32,0.57,0.97,1.67
1809,36.8,-6.34,1809,BONANZA,0.24,0.34,0.58,0.97,1.69
1810,36.71,-4.42,1810,MALAGA_II,0.24,0.33,0.58,0.96,1.67
1811,41.34,2.17,1811,BARCELONA,0.21,0.31,0.56,0.95,1.64
1812,55.25,14.84,1812,TEJN,0.18,0.31,0.6,1.04,1.67
1813,39.44,-0.31,1813,VALENCIA,0.22,0.32,0.56,0.96,1.65
1816,14.68,-17.42,1816,DAKAR_2,0.29,0.37,0.6,0.99,1.8
1830,33.92,130.93,1830,SHIMONOSEKI_III,0.27,0.36,0.61,1.06,1.91
1833,3.26,113.06,1833,BINTULU,0.25,0.34,0.59,0.99,1.84
1834,5.81,118.07,1834,SANDAKAN,0.23,0.33,0.6,1.01,1.86
1835,29.73,-93.87,1835,SABINE_PASS_NORTH,0.26,0.36,0.6,1.02,1.81
1836,-38.55,143.99,1836,LORNE,0.23,0.32,0.53,0.88,1.63
1838,7.11,171.37,1838,MAJURO-C,0.27,0.37,0.62,1.07,2.0
1839,-8.5,179.2,1839,FUNAFUTI_B,0.17,0.31,0.62,1.04,1.94
1840,-13.83,-171.76,1840,APIA_B,0.23,0.33,0.61,1.05,1.93
1841,-17.76,168.31,1841,PORT_VILA_B,0.26,0.36,0.59,1.06,1.93
1842,-21.14,-175.18,1842,NUKU'ALOFA_B,0.25,0.34,0.6,1.05,1.91
1843,-21.2,-159.78,1843,RAROTONGA_B,0.25,0.34,0.59,1.02,1.88
1844,-0.53,166.91,1844,NAURU-B,0.24,0.35,0.61,1.04,1.95
1846,-4.67,55.53,1846,POINT_LA_RUE,0.28,0.37,0.63,1.07,1.93
1849,-49.35,70.26,1849,KERGUELEN,0.24,0.35,0.66,1.18,1.93
1854,53.33,-3.83,1854,LLANDUDNO,0.14,0.28,0.54,0.93,1.58
1857,70.4,-148.53,1857,PRUDHOE_BAY,0.17,0.3,0.59,1.06,1.77
1858,25.73,-80.16,1858,VIRGINIA_KEY,0.28,0.37,0.61,1.02,1.84
1859,44.12,15.23,1859,ZADAR,0.15,0.26,0.5,0.89,1.56
1860,-2.04,147.37,1860,LOMBRUM,0.23,0.34,0.6,1.02,1.91
1861,-9.43,159.96,1861,HONIARA-B,0.16,0.3,0.6,1.08,1.95
1867,55.21,-6.66,1867,PORTRUSH,0.11,0.27,0.54,0.93,1.57
1871,43.56,-5.7,1871,GIJON_II,0.2,0.32,0.57,0.98,1.67
1877,5.02,118.35,1877,LAHAT_DATU,0.23,0.33,0.59,1.0,1.86
1878,50.71,-1.87,1878,BOURNEMOUTH,0.15,0.28,0.56,0.96,1.62
1879,5.27,115.25,1879,LABUAN_2,0.24,0.34,0.6,1.0,1.85
1883,37.13,-6.83,1883,HUELVA,0.24,0.34,0.58,0.97,1.69
1887,20.68,58.87,1887,MASIRAH,0.22,0.3,0.54,0.97,1.75
1891,22.27,114.29,1891,TAI_MIU_WAN,0.24,0.33,0.59,0.99,1.81
1892,39.55,2.64,1892,PALMA_DE_MALLORCA,0.22,0.32,0.56,0.97,1.67
1894,1.28,103.67,1894,TUAS,0.26,0.35,0.59,1.0,1.85
1895,1.3,103.77,1895,WEST_COAST,0.26,0.35,0.59,1.0,1.85
1896,1.34,103.63,1896,WEST_TUAS,0.26,0.35,0.59,1.0,1.85
1897,42.6,-8.77,1897,VILLAGARCIA,0.21,0.32,0.57,0.97,1.67
1898,42.24,-8.73,1898,VIGO_II,0.21,0.32,0.57,0.96,1.67
1902,22.22,113.89,1902,SHEK_PIK,0.24,0.33,0.59,0.99,1.81
1903,27.58,-97.22,1903,CORPUS_CHRISTI,0.27,0.36,0.59,1.02,1.83
1910,19.83,-77.73,1910,CABO_CRUZ,0.26,0.35,0.59,0.98,1.81
1914,16.75,-22.98,1914,PALMEIRA,0.3,0.38,0.61,0.99,1.82
1915,45.57,-1.06,1915,PORT_BLOC,0.19,0.31,0.55,0.95,1.63
1921,47.54,-2.9,1921,LE_CROUESTY,0.18,0.3,0.55,0.94,1.62
1923,36.68,129.45,1923,HUPO,0.27,0.35,0.6,1.04,1.88
1925,6.98,158.2,1925,POHNPEI_C,0.26,0.37,0.61,1.05,1.97
2021,21.75,-79.99,2021,CASILDA_II,0.26,0.35,0.59,0.97,1.8
2025,68.8,49.33,2025,BUGRINO,0.12,0.27,0.59,1.02,1.64
2026,69.55,32.43,2026,MYS_PIKSHUEVA,0.06,0.24,0.56,0.97,1.56
2027,69.2,33.48,2027,POLYARNIY,0.07,0.25,0.57,0.98,1.57
2028,69.2,35.12,2028,TERIBERKA,0.08,0.25,0.57,0.98,1.58
2072,-23.58,150.87,2072,PORT_ALMA,0.26,0.35,0.58,1.01,1.82
2073,-25.3,152.92,2073,URANGAN_II,0.26,0.35,0.58,1.01,1.82
2074,-20.02,148.25,2074,BOWEN_II,0.26,0.35,0.58,1.02,1.84
2101,65.7,23.1,2101,KALIX,0.07,0.24,0.54,0.97,1.56
2102,63.19,19.01,2102,SKAGSUDDE,0.1,0.26,0.56,0.98,1.58
2103,60.41,18.21,2103,FORSMARK,0.14,0.29,0.58,1.0,1.62
2104,58.55,16.84,2104,MARVIKEN,0.16,0.3,0.59,1.01,1.63
2105,57.64,18.28,2105,VISBY,0.17,0.3,0.6,1.03,1.66
2106,57.27,16.48,2106,OSKARSHAMN,0.17,0.3,0.59,1.03,1.65
2107,55.56,14.36,2107,SIMRISHAMN,0.18,0.31,0.6,1.03,1.67
2108,55.42,12.83,2108,SKANOR,0.19,0.31,0.6,1.02,1.66
2109,55.76,12.9,2109,BARSEBACK,0.18,0.31,0.59,1.02,1.65
2110,56.14,12.58,2110,VIKEN,0.18,0.31,0.66,1.02,1.65
2111,57.25,12.11,2111,RINGHALS,0.19,0.32,0.59,1.02,1.64
2112,58.09,11.83,2112,STENUNGSUND,0.16,0.3,0.57,1.0,1.62
2113,59.0,11.13,2113,KUNGSVIK,0.15,0.29,0.56,0.99,1.6
